software basico software basico portugues logiciario basico suporte logico basico denominacao usada descrever software atende camada base funcionamento sistema computacional situando hardware sistemas operacionais relacionados funcionamento computador exemplos software basico drivers sistema operacional drives dispositivos
batalha nauloco batalha naval nauloco travada setembro frotas sexto pompeu marco vipsanio agripa cidade nauloco sicilia vitoria forcas agripa almirante triunviro otaviano marcou fim resistencia pompeana segundo triunvirato apos fortalecimento vinculo otaviano marco antonio pacto brundisio triunviros lidar sexto pompeu filho pompeu magno sexto havia ocupado provincia sicilia fornecia suprimentos graos roma sexto conseguiu provocar fome capital otaviano antonio buscaram alianca nomeando governo sicilia sardenha peloponeso cinco anos tratado miseno alianca curta duracao sexto novamente cortou suprimento graos roma otaviano tentou invadir sicilia navios forcados voltar devido mau tempo agripa cortou canal ligou lagos averno lucrino mar transforma lo porto chamou porto julio novo porto usado treinar navios batalhas navais nova frota construida remadores recolhidos escravos libertos alem disso antonio enviou otaviano navios sob comando tito estatilio tauro julho duas frotas partiram italia outra frota fornecida triunviro lepido partiu africa proconsular atacar sicilia agosto agripa travou batalha naval proximo milas moderna milazzo contra sexto resultado inconclusivo dois dias otaviano pesadamente derrotado batalha proxima tauromenio atual taormina frente promontorio nauloco agripa encontrou frota inimiga frotas alegadamente compostas navios embora provavel sexto contingente menor devido combates anteriores todos navios possuiam artilharia agripa comandou unidades pesadas armadas harpax versao nova corvo posse invencao agripa conseguiu bloquear navios vulneraveis sexto conseguindo apos longa sangrenta batalha derrota lo sexto perdeu navios escaparam demais capturados queimados legioes aguardavam resultado costa proxima desmoralizaram cortadas pedacos tropas otaviano apos sete anos sicilia finalmente voltou controle republica romana derrota sexto partiu messina donde fugiu oriente la apos alguns sucessos militares iniciais acabou capturado generais marco antonio executado sob ordens ultimo mileto
bolbelasmus gallicus bolbelasmus gallicus especie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica especie mulsant tendo sido descrita ano trata especie presente territorio portugues
bolboceras armiger bolboceras armiger especie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica especie scopoli tendo sido descrita ano trata especie presente territorio portugues
ceratophyus hoffmannseggi ceratophyus hoffmannseggi especie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica especie fairmaire tendo sido descrita ano trata especie presente territorio portugues
geotrupes ibericus geotrupes ibericus especie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica especie baraud tendo sido descrita ano trata especie presente territorio portugues
geotrupes mutator geotrupes mutator especie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica especie marsham tendo sido descrita ano trata especie presente territorio portugues
geotrupes puncticollis geotrupes puncticollis especie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica especie malinowsky tendo sido descrita ano trata especie presente territorio portugues
geotrupes stercorarius geotrupes stercorarius especie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica especie linnaeus tendo sido descrita ano trata especie presente territorio portugues
jekelius chalconotus jekelius chalconotus especie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica especie chevrolat tendo sido descrita ano trata especie presente territorio portugues
jekelius hispanus jekelius hispanus especie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica especie reitter tendo sido descrita ano trata especie presente territorio portugues
jekelius nitidus jekelius nitidus especie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica especie jekel tendo sido descrita ano trata especie presente territorio portugues
sericotrupes niger sericotrupes niger especie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica especie marsham tendo sido descrita ano trata especie presente territorio portugues
silphotrupes escorialensis opaculus silphotrupes escorialensis opaculus subespecie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica subespecie reitter tendo sido descrita ano trata subespecie presente territorio portugues
silphotrupes escorialensis silphotrupes escorialensis especie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica especie jekel tendo sido descrita ano trata especie presente territorio portugues
silphotrupes punctatissimus silphotrupes punctatissimus especie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica especie chevrolat tendo sido descrita ano trata especie presente territorio portugues
thorectes lusitanicus thorectes lusitanicus especie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica especie jekel tendo sido descrita ano trata especie presente territorio portugues
trypocopris vernalis vernalis trypocopris vernalis vernalis subespecie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica subespecie linnaeus tendo sido descrita ano trata subespecie presente territorio portugues
trypocopris vernalis trypocopris vernalis especie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica especie linnaeus tendo sido descrita ano trata especie presente territorio portugues
typhaeus momus typhaeus momus especie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica especie olivier tendo sido descrita ano trata especie presente territorio portugues
typhaeus typhoeus typhaeus typhoeus especie insetos coleopteros polifagos pertencente familia geotrupidae autoridade cientifica especie linnaeus tendo sido descrita ano trata especie presente territorio portugues
augyles gravidus augyles gravidus especie insetos coleopteros polifagos pertencente familia heteroceridae autoridade cientifica especie kiesenwetter tendo sido descrita ano trata especie presente territorio portugues
augyles senescens augyles senescens especie insetos coleopteros polifagos pertencente familia heteroceridae autoridade cientifica especie kiesenwetter tendo sido descrita ano trata especie presente territorio portugues
heterocerus aragonicus heterocerus aragonicus especie insetos coleopteros polifagos pertencente familia heteroceridae autoridade cientifica especie kiesenwetter tendo sido descrita ano trata especie presente territorio portugues
heterocerus fenestratus heterocerus fenestratus especie insetos coleopteros polifagos pertencente familia heteroceridae autoridade cientifica especie thunberg tendo sido descrita ano trata especie presente territorio portugues
heterocerus fossor heterocerus fossor especie insetos coleopteros polifagos pertencente familia heteroceridae autoridade cientifica especie kiesenwetter tendo sido descrita ano trata especie presente territorio portugues
heterocerus fusculus fusculus heterocerus fusculus fusculus subespecie insetos coleopteros polifagos pertencente familia heteroceridae autoridade cientifica subespecie kiesenwetter tendo sido descrita ano trata subespecie presente territorio portugues
heterocerus fusculus heterocerus fusculus especie insetos coleopteros polifagos pertencente familia heteroceridae autoridade cientifica especie kiesenwetter tendo sido descrita ano trata especie presente territorio portugues
heterocerus holosericeus heterocerus holosericeus especie insetos coleopteros polifagos pertencente familia heteroceridae autoridade cientifica especie rosenhauer tendo sido descrita ano trata especie presente territorio portugues
acritus minutus acritus minutus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie herbst tendo sido descrita ano trata especie presente territorio portugues
acritus nigricornis acritus nigricornis especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie hoffmann tendo sido descrita ano trata especie presente territorio portugues
acritus homoeopathicus acritus homoeopathicus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie wollaston tendo sido descrita ano trata especie presente territorio portugues
atholus bimaculatus atholus bimaculatus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie linnaeus tendo sido descrita ano trata especie presente territorio portugues
atholus corvinus atholus corvinus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie germar tendo sido descrita ano trata especie presente territorio portugues
atholus duodecimstriatus duodecimstriatus atholus duodecimstriatus duodecimstriatus subespecie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica subespecie schrank tendo sido descrita ano trata subespecie presente territorio portugues
atholus duodecimstriatus atholus duodecimstriatus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie schrank tendo sido descrita ano trata especie presente territorio portugues
atholus paganettii atholus paganettii especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie bickhardt tendo sido descrita ano trata especie presente territorio portugues
atholus praetermissus atholus praetermissus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie peyron tendo sido descrita ano trata especie presente territorio portugues
carcinops pumilio carcinops pumilio especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie erichson tendo sido descrita ano trata especie presente territorio portugues
chaetabraeus globulus chaetabraeus globulus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie creutzer tendo sido descrita ano trata especie presente territorio portugues
chalcionellus aemulus chalcionellus aemulus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie illiger tendo sido descrita ano trata especie presente territorio portugues
chalcionellus decemstriatus decemstriatus chalcionellus decemstriatus decemstriatus subespecie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica subespecie rossi tendo sido descrita ano trata subespecie presente territorio portugues
chalcionellus decemstriatus chalcionellus decemstriatus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie rossi tendo sido descrita ano trata especie presente territorio portugues
chalcionellus ibericus chalcionellus ibericus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie dahlgren tendo sido descrita ano trata especie presente territorio portugues
chalcionellus prolixus chalcionellus prolixus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie reichardt tendo sido descrita ano trata especie presente territorio portugues
cylister filiformis cylister filiformis especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie erichson tendo sido descrita ano trata especie presente territorio portugues
dendrophilus punctatus punctatus dendrophilus punctatus punctatus subespecie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica subespecie herbst tendo sido descrita ano trata subespecie presente territorio portugues
dendrophilus punctatus dendrophilus punctatus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie herbst tendo sido descrita ano trata especie presente territorio portugues
dendrophilus pygmaeus dendrophilus pygmaeus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie linnaeus tendo sido descrita ano trata especie presente territorio portugues
eretmotus tangerianus eretmotus tangerianus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie marseul tendo sido descrita ano trata especie presente territorio portugues
eubrachium hispidulum eubrachium hispidulum especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie bremi wolf tendo sido descrita ano trata especie presente territorio portugues
glymma candezii glymma candezii especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie marseul tendo sido descrita ano trata especie presente territorio portugues
gnathoncus buyssoni gnathoncus buyssoni especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie auzat tendo sido descrita ano trata especie presente territorio portugues
gnathoncus communis gnathoncus communis especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie marseul tendo sido descrita ano trata especie presente territorio portugues
gnathoncus nannetensis gnathoncus nannetensis especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie marseul tendo sido descrita ano trata especie presente territorio portugues
gnathoncus rotundatus gnathoncus rotundatus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie kugelann tendo sido descrita ano trata especie presente territorio portugues
halacritus punctum punctum halacritus punctum punctum subespecie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica subespecie aube tendo sido descrita ano trata subespecie presente territorio portugues
halacritus punctum halacritus punctum especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie aube tendo sido descrita ano trata especie presente territorio portugues
hister bissexstriatus hister bissexstriatus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie fabricius tendo sido descrita ano trata especie presente territorio portugues
hister capsirensis hister capsirensis especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie auzat tendo sido descrita ano trata especie presente territorio portugues
hister grandicollis hister grandicollis especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie illiger tendo sido descrita ano trata especie presente territorio portugues
hister quadrimaculatus hister quadrimaculatus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie linnaeus tendo sido descrita ano trata especie presente territorio portugues
hister thoracicus hister thoracicus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie paykull tendo sido descrita ano trata especie presente territorio portugues
hister unicolor hister unicolor especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie linnaeus tendo sido descrita ano trata especie presente territorio portugues
hololepta plana hololepta plana especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie sulzer tendo sido descrita ano trata especie presente territorio portugues
hypocacculus praecox hypocacculus praecox especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie erichson tendo sido descrita ano trata especie presente territorio portugues
hypocacculus elongatulus elongatulus hypocacculus elongatulus elongatulus subespecie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica subespecie rosenhauer tendo sido descrita ano trata subespecie presente territorio portugues
hypocacculus elongatulus hypocacculus elongatulus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie rosenhauer tendo sido descrita ano trata especie presente territorio portugues
hypocacculus spretulus hypocacculus spretulus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie erichson tendo sido descrita ano trata especie presente territorio portugues
hypocacculus ascendens hypocacculus ascendens especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie reichardt tendo sido descrita ano trata especie presente territorio portugues
hypocacculus puncticollis hypocacculus puncticollis especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie kuster tendo sido descrita ano trata especie presente territorio portugues
hypocacculus rubripes hypocacculus rubripes especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie erichson tendo sido descrita ano trata especie presente territorio portugues
hypocaccus dimidiatus dimidiatus hypocaccus dimidiatus dimidiatus subespecie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica subespecie illiger tendo sido descrita ano trata subespecie presente territorio portugues
hypocaccus dimidiatus hypocaccus dimidiatus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie illiger tendo sido descrita ano trata especie presente territorio portugues
hypocaccus brasiliensis hypocaccus brasiliensis especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie paykull tendo sido descrita ano trata especie presente territorio portugues
hypocaccus erosus hypocaccus erosus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie wollaston tendo sido descrita ano trata especie presente territorio portugues
hypocaccus metallicus hypocaccus metallicus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie herbst tendo sido descrita ano trata especie presente territorio portugues
hypocaccus rugiceps hypocaccus rugiceps especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie duftschmid tendo sido descrita ano trata especie presente territorio portugues
hypocaccus rugifrons hypocaccus rugifrons especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie paykull tendo sido descrita ano trata especie presente territorio portugues
kissister minimus kissister minimus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie laporte castelnau tendo sido descrita ano trata especie presente territorio portugues
margarinotus bipustulatus margarinotus bipustulatus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie schrank tendo sido descrita ano trata especie presente territorio portugues
margarinotus ruficornis margarinotus ruficornis especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie grimm tendo sido descrita ano trata especie presente territorio portugues
margarinotus scaber margarinotus scaber especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie fabricius tendo sido descrita ano trata especie presente territorio portugues
margarinotus carbonarius carbonarius margarinotus carbonarius carbonarius subespecie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica subespecie hoffmann tendo sido descrita ano trata subespecie presente territorio portugues
margarinotus carbonarius margarinotus carbonarius especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie hoffmann tendo sido descrita ano trata especie presente territorio portugues
margarinotus ignobilis margarinotus ignobilis especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie marseul tendo sido descrita ano trata especie presente territorio portugues
margarinotus purpurascens margarinotus purpurascens especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie herbst tendo sido descrita ano trata especie presente territorio portugues
margarinotus integer margarinotus integer especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie c brisout tendo sido descrita ano trata especie presente territorio portugues
merohister ariasi merohister ariasi especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie marseul tendo sido descrita ano trata especie presente territorio portugues
myrmetes paykulli myrmetes paykulli especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie kanaar tendo sido descrita ano trata especie presente territorio portugues
onthophilus globulosus onthophilus globulosus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie olivier tendo sido descrita ano trata especie presente territorio portugues
onthophilus striatus striatus onthophilus striatus striatus subespecie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica subespecie forster tendo sido descrita ano trata subespecie presente territorio portugues
onthophilus striatus onthophilus striatus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie forster tendo sido descrita ano trata especie presente territorio portugues
pachylister inaequalis pachylister inaequalis especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie olivier tendo sido descrita ano trata especie presente territorio portugues
pactolinus major pactolinus major especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie linnaeus tendo sido descrita ano trata especie presente territorio portugues
paromalus luderti paromalus luderti especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie marseul tendo sido descrita ano trata especie presente territorio portugues
paromalus flavicornis paromalus flavicornis especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie herbst tendo sido descrita ano trata especie presente territorio portugues
paromalus parallelepipedus paromalus parallelepipedus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie herbst tendo sido descrita ano trata especie presente territorio portugues
platylomalus complanatus platylomalus complanatus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie panzer tendo sido descrita ano trata especie presente territorio portugues
platysoma compressum platysoma compressum especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie herbst tendo sido descrita ano trata especie presente territorio portugues
pleuroleptus rothi pleuroleptus rothi especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie rosenhauer tendo sido descrita ano trata especie presente territorio portugues
saprinus pharao saprinus pharao especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie marseul tendo sido descrita ano trata especie presente territorio portugues
saprinus acuminatus saprinus acuminatus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie fabricius tendo sido descrita ano trata especie presente territorio portugues
saprinus aegialius saprinus aegialius especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie reitter tendo sido descrita ano trata especie presente territorio portugues
saprinus aeneus saprinus aeneus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie fabricius tendo sido descrita ano trata especie presente territorio portugues
saprinus algericus saprinus algericus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie paykull tendo sido descrita ano trata especie presente territorio portugues
saprinus caerulescens saprinus caerulescens especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie hoffmann tendo sido descrita ano trata especie presente territorio portugues
saprinus calatravensis saprinus calatravensis especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie fuente tendo sido descrita ano trata especie presente territorio portugues
saprinus chalcites saprinus chalcites especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie illiger tendo sido descrita ano trata especie presente territorio portugues
saprinus cruciatus saprinus cruciatus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie fabricius tendo sido descrita ano trata especie presente territorio portugues
saprinus detersus saprinus detersus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie illiger tendo sido descrita ano trata especie presente territorio portugues
saprinus furvus saprinus furvus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie erichson tendo sido descrita ano trata especie presente territorio portugues
saprinus georgicus saprinus georgicus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie marseul tendo sido descrita ano trata especie presente territorio portugues
saprinus godet saprinus godet especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie brulle tendo sido descrita ano trata especie presente territorio portugues
saprinus lugens saprinus lugens especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie erichson tendo sido descrita ano trata especie presente territorio portugues
saprinus maculatus saprinus maculatus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie rossi tendo sido descrita ano trata especie presente territorio portugues
saprinus melas saprinus melas especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie kuster tendo sido descrita ano trata especie presente territorio portugues
saprinus niger saprinus niger especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie motschulsky tendo sido descrita ano trata especie presente territorio portugues
saprinus planiusculus saprinus planiusculus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie motschulsky tendo sido descrita ano trata especie presente territorio portugues
saprinus politus politus saprinus politus politus subespecie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica subespecie brahm tendo sido descrita ano trata subespecie presente territorio portugues
saprinus politus saprinus politus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie brahm tendo sido descrita ano trata especie presente territorio portugues
saprinus semistriatus saprinus semistriatus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie scriba tendo sido descrita ano trata especie presente territorio portugues
saprinus subnitescens saprinus subnitescens especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie bickhardt tendo sido descrita ano trata especie presente territorio portugues
saprinus tenuistrius sparsutus saprinus tenuistrius sparsutus subespecie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica subespecie solskij tendo sido descrita ano trata subespecie presente territorio portugues
saprinus tenuistrius saprinus tenuistrius especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie marseul tendo sido descrita ano trata especie presente territorio portugues
sternocoelis hispanus sternocoelis hispanus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie rosenhauer tendo sido descrita ano trata especie presente territorio portugues
teretrius parasita teretrius parasita especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie marseul tendo sido descrita ano trata especie presente territorio portugues
teretrius poneli teretrius poneli especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie gomy tendo sido descrita ano trata especie presente territorio portugues
tribalus minimus tribalus minimus especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie rossi tendo sido descrita ano trata especie presente territorio portugues
tribalus scaphidiformis tribalus scaphidiformis especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie illiger tendo sido descrita ano trata especie presente territorio portugues
xenonychus tridens xenonychus tridens especie insetos coleopteros polifagos pertencente familia histeridae autoridade cientifica especie jacquelin du val tendo sido descrita ano trata especie presente territorio portugues
hybosorus illigeri hybosorus illigeri especie insetos coleopteros polifagos pertencente familia hybosoridae autoridade cientifica especie reiche tendo sido descrita ano trata especie presente territorio portugues
aulacochthebius exaratus aulacochthebius exaratus especie insetos coleopteros polifagos pertencente familia hydraenidae autoridade cientifica especie mulsant tendo sido descrita ano trata especie presente territorio portugues
hydraena barrosi hydraena barrosi especie insetos coleopteros polifagos pertencente familia hydraenidae autoridade cientifica especie d orchymont tendo sido descrita ano trata especie presente territorio portugues
hydraena bisulcata hydraena bisulcata especie insetos coleopteros polifagos pertencente familia hydraenidae autoridade cientifica especie rey tendo sido descrita ano trata especie presente territorio portugues
hydraena brachymera hydraena brachymera especie insetos coleopteros polifagos pertencente familia hydraenidae autoridade cientifica especie d orchymont tendo sido descrita ano trata especie presente territorio portugues
hydraena cordata hydraena cordata especie insetos coleopteros polifagos pertencente familia hydraenidae autoridade cientifica especie schaufuss tendo sido descrita ano trata especie presente territorio portugues
hydraena corinna hydraena corinna especie insetos coleopteros polifagos pertencente familia hydraenidae autoridade cientifica especie d orchymont tendo sido descrita ano trata especie presente territorio portugues
